지점번호,지점명,시작일,종료일,장마일수,강수일수,합계강수량
170,완도,1969-06-25,1969-08-11,48,0,
192,진주,1969-06-25,1969-08-11,48,36,644.8
201,강화,1969-06-25,1969-08-10,47,0,
202,양평,1969-06-25,1969-08-10,47,0,
203,이천,1969-06-25,1969-08-10,47,0,
211,인제,1969-06-25,1969-08-10,47,0,
212,홍천,1969-06-25,1969-08-10,47,0,
216,태백,1969-06-25,1969-08-10,47,0,
221,제천,1969-06-25,1969-08-10,47,0,
226,보은,1969-06-25,1969-08-10,47,0,
232,천안,1969-06-25,1969-08-10,47,0,
235,보령,1969-06-25,1969-08-10,47,0,
236,부여,1969-06-25,1969-08-10,47,0,
238,금산,1969-06-25,1969-08-10,47,0,
243,부안,1969-06-25,1969-08-11,48,0,
244,임실,1969-06-25,1969-08-11,48,0,
245,정읍,1969-06-25,1969-08-11,48,0,
247,남원,1969-06-25,1969-08-11,48,0,
248,장수,1969-06-25,1969-08-11,48,0,
260,장흥,1969-06-25,1969-08-11,48,0,
261,해남,1969-06-25,1969-08-11,48,0,
262,고흥,1969-06-25,1969-08-11,48,0,
271,봉화,1969-06-25,1969-08-11,48,0,
272,영주,1969-06-25,1969-08-11,48,0,
273,문경,1969-06-25,1969-08-11,48,0,
277,영덕,1969-06-25,1969-08-11,48,0,
278,의성,1969-06-25,1969-08-11,48,0,
279,구미,1969-06-25,1969-08-11,48,0,
281,영천,1969-06-25,1969-08-11,48,0,
284,거창,1969-06-25,1969-08-11,48,0,
285,합천,1969-06-25,1969-08-11,48,0,
288,밀양,1969-06-25,1969-08-11,48,0,
289,산청,1969-06-25,1969-08-11,48,0,
294,거제,1969-06-25,1969-08-11,48,0,
295,남해,1969-06-25,1969-08-11,48,0,
90,속초,1970-06-14,1970-07-20,37,19,565
95,철원,1970-06-14,1970-07-20,37,0,
100,대관령,1970-06-14,1970-07-20,37,0,
101,춘천,1970-06-14,1970-07-20,37,22,434.2
105,강릉,1970-06-14,1970-07-20,37,21,542.2
108,서울,1970-06-14,1970-07-20,37,23,524.2
112,인천,1970-06-14,1970-07-20,37,19,368.4
114,원주,1970-06-14,1970-07-20,37,0,
119,수원,1970-06-14,1970-07-20,37,22,487.1
127,충주,1970-06-14,1970-07-20,37,0,
129,서산,1970-06-14,1970-07-20,37,22,374
130,울진,1970-06-14,1970-07-20,37,0,
131,청주,1970-06-14,1970-07-20,37,21,288.2
133,대전,1970-06-14,1970-07-20,37,22,346.3
135,추풍령,1970-06-14,1970-07-20,37,23,352.9
136,안동,1970-06-14,1970-07-20,37,0,
138,포항,1970-06-14,1970-07-20,37,21,679.1
140,군산,1970-06-14,1970-07-20,37,23,244.7
143,대구,1970-06-14,1970-07-20,37,19,552.4
146,전주,1970-06-14,1970-07-20,37,23,289.3
152,울산,1970-06-14,1970-07-20,37,21,757.9
155,창원,1970-06-14,1970-07-20,37,0,
156,광주,1970-06-14,1970-07-20,37,24,412.1
159,부산,1970-06-14,1970-07-20,37,24,795.6
162,통영,1970-06-14,1970-07-20,37,22,606.6
165,목포,1970-06-14,1970-07-20,37,22,288.1
168,여수,1970-06-14,1970-07-20,37,24,574.3
170,완도,1970-06-14,1970-07-20,37,0,
184,제주,1970-06-14,1970-07-20,37,24,270.2
185,고산,1970-06-14,1970-07-20,37,0,
188,성산,1970-06-14,1970-07-20,37,0,
189,서귀포,1970-06-14,1970-07-20,37,27,320.6
192,진주,1970-06-14,1970-07-20,37,20,529.8
202,양평,1970-06-14,1970-07-20,37,0,
203,이천,1970-06-14,1970-07-20,37,0,
211,인제,1970-06-14,1970-07-20,37,0,
212,홍천,1970-06-14,1970-07-20,37,0,
216,태백,1970-06-14,1970-07-20,37,0,
221,제천,1970-06-14,1970-07-20,37,0,
226,보은,1970-06-14,1970-07-20,37,0,
232,천안,1970-06-14,1970-07-20,37,0,
235,보령,1970-06-14,1970-07-20,37,0,
236,부여,1970-06-14,1970-07-20,37,0,
238,금산,1970-06-14,1970-07-20,37,0,
247,남원,1970-06-14,1970-07-20,37,0,
248,장수,1970-06-14,1970-07-20,37,0,
260,장흥,1970-06-14,1970-07-20,37,0,
261,해남,1970-06-14,1970-07-20,37,0,
262,고흥,1970-06-14,1970-07-20,37,0,
271,봉화,1970-06-14,1970-07-20,37,0,
272,영주,1970-06-14,1970-07-20,37,0,
273,문경,1970-06-14,1970-07-20,37,0,
277,영덕,1970-06-14,1970-07-20,37,0,
278,의성,1970-06-14,1970-07-20,37,0,
279,구미,1970-06-14,1970-07-20,37,0,
281,영천,1970-06-14,1970-07-20,37,0,
284,거창,1970-06-14,1970-07-20,37,0,
285,합천,1970-06-14,1970-07-20,37,0,
288,밀양,1970-06-14,1970-07-20,37,0,
289,산청,1970-06-14,1970-07-20,37,0,
294,거제,1970-06-14,1970-07-20,37,0,
295,남해,1970-06-14,1970-07-20,37,0,
184,제주,1971-06-24,1971-07-23,30,8,41
185,고산,1971-06-24,1971-07-23,30,0,
189,서귀포,1971-06-24,1971-07-23,30,14,80.7
90,속초,1971-06-26,1971-07-26,31,18,143.8
95,철원,1971-06-26,1971-07-26,31,0,
101,춘천,1971-06-26,1971-07-26,31,21,473.8
105,강릉,1971-06-26,1971-07-26,31,22,190.1
108,서울,1971-06-26,1971-07-26,31,25,566.8
112,인천,1971-06-26,1971-07-26,31,24,480.1
114,원주,1971-06-26,1971-07-26,31,0,
119,수원,1971-06-26,1971-07-26,31,23,558.9
127,충주,1971-06-26,1971-07-26,31,0,
129,서산,1971-06-26,1971-07-26,31,21,389.6
131,청주,1971-06-26,1971-07-26,31,22,598
133,대전,1971-06-26,1971-07-26,31,22,624.3
135,추풍령,1971-06-26,1971-07-26,31,21,456.1
136,안동,1971-06-26,1971-07-26,31,0,
138,포항,1971-06-26,1971-07-26,31,16,293.6
140,군산,1971-06-26,1971-07-26,31,21,321
143,대구,1971-06-26,1971-07-26,31,18,263.8
146,전주,1971-06-26,1971-07-26,31,20,394
152,울산,1971-06-26,1971-07-26,31,14,130.2
155,창원,1971-06-26,1971-07-26,31,0,
156,광주,1971-06-26,1971-07-26,31,19,442.3
159,부산,1971-06-26,1971-07-26,31,18,288.5
162,통영,1971-06-26,1971-07-26,31,19,388
165,목포,1971-06-26,1971-07-26,31,16,313.4
168,여수,1971-06-26,1971-07-26,31,22,231.2
170,완도,1971-06-26,1971-07-26,31,1,62
192,진주,1971-06-26,1971-07-26,31,18,239.2
216,태백,1971-06-26,1971-07-26,31,0,
271,봉화,1971-06-26,1971-07-26,31,0,
184,제주,1972-06-19,1972-07-15,27,18,505.2
185,고산,1972-06-19,1972-07-15,27,0,
189,서귀포,1972-06-19,1972-07-15,27,20,699.1
90,속초,1972-06-25,1972-07-11,17,5,12.6
95,철원,1972-06-25,1972-07-11,17,0,
100,대관령,1972-06-25,1972-07-11,17,7,31.8
101,춘천,1972-06-25,1972-07-11,17,7,100.6
105,강릉,1972-06-25,1972-07-11,17,6,13.2
108,서울,1972-06-25,1972-07-11,17,9,151.5
112,인천,1972-06-25,1972-07-11,17,7,124.4
119,수원,1972-06-25,1972-07-11,17,7,146.5
129,서산,1972-06-25,1972-07-11,17,9,218.8
131,청주,1972-06-25,1972-07-11,17,10,190.6
133,대전,1972-06-25,1972-07-11,17,10,163.2
135,추풍령,1972-06-25,1972-07-11,17,9,197.5
216,태백,1972-06-25,1972-07-11,17,0,
130,울진,1972-06-26,1972-07-14,19,9,80.5
136,안동,1972-06-26,1972-07-14,19,0,
138,포항,1972-06-26,1972-07-14,19,10,195.7
140,군산,1972-06-26,1972-07-14,19,10,246.2
143,대구,1972-06-26,1972-07-14,19,9,257.5
146,전주,1972-06-26,1972-07-14,19,12,232.8
152,울산,1972-06-26,1972-07-14,19,11,378
155,창원,1972-06-26,1972-07-14,19,0,
156,광주,1972-06-26,1972-07-14,19,11,485.8
159,부산,1972-06-26,1972-07-14,19,12,386.3
162,통영,1972-06-26,1972-07-14,19,14,313.3
165,목포,1972-06-26,1972-07-14,19,12,438.3
168,여수,1972-06-26,1972-07-14,19,14,384.7
192,진주,1972-06-26,1972-07-14,19,11,482.1
271,봉화,1972-06-26,1972-07-14,19,0,
90,속초,1973-06-25,1973-06-30,6,5,107.1
95,철원,1973-06-25,1973-06-30,6,0,
100,대관령,1973-06-25,1973-06-30,6,5,125.1
101,춘천,1973-06-25,1973-06-30,6,6,54.7
105,강릉,1973-06-25,1973-06-30,6,5,118.8
108,서울,1973-06-25,1973-06-30,6,5,71.9
112,인천,1973-06-25,1973-06-30,6,5,75.5
114,원주,1973-06-25,1973-06-30,6,5,103
119,수원,1973-06-25,1973-06-30,6,6,101.1
127,충주,1973-06-25,1973-06-30,6,5,132
129,서산,1973-06-25,1973-06-30,6,5,85.1
130,울진,1973-06-25,1973-06-30,6,5,90.7
131,청주,1973-06-25,1973-06-30,6,6,126.3
133,대전,1973-06-25,1973-06-30,6,5,110.1
135,추풍령,1973-06-25,1973-06-30,6,5,47
136,안동,1973-06-25,1973-06-30,6,5,54.5
138,포항,1973-06-25,1973-06-30,6,5,50.8
140,군산,1973-06-25,1973-06-30,6,5,89
143,대구,1973-06-25,1973-06-30,6,4,37.6
146,전주,1973-06-25,1973-06-30,6,4,40.8
152,울산,1973-06-25,1973-06-30,6,4,44.9
155,창원,1973-06-25,1973-06-30,6,0,
156,광주,1973-06-25,1973-06-30,6,4,63.7
159,부산,1973-06-25,1973-06-30,6,4,57.3
162,통영,1973-06-25,1973-06-30,6,4,71
165,목포,1973-06-25,1973-06-30,6,4,55.1
168,여수,1973-06-25,1973-06-30,6,4,69.6
170,완도,1973-06-25,1973-06-30,6,3,85.5
184,제주,1973-06-25,1973-07-01,7,5,16.2
185,고산,1973-06-25,1973-07-01,7,0,
188,성산,1973-06-25,1973-07-01,7,5,23.5
189,서귀포,1973-06-25,1973-07-01,7,7,45.6
192,진주,1973-06-25,1973-06-30,6,5,79
201,강화,1973-06-25,1973-06-30,6,5,91.3
202,양평,1973-06-25,1973-06-30,6,6,94
203,이천,1973-06-25,1973-06-30,6,6,145.7
211,인제,1973-06-25,1973-06-30,6,5,31.3
212,홍천,1973-06-25,1973-06-30,6,5,53.5
216,태백,1973-06-25,1973-06-30,6,0,
221,제천,1973-06-25,1973-06-30,6,5,74.5
226,보은,1973-06-25,1973-06-30,6,5,71
232,천안,1973-06-25,1973-06-30,6,6,153.4
235,보령,1973-06-25,1973-06-30,6,6,81.9
236,부여,1973-06-25,1973-06-30,6,5,143.3
238,금산,1973-06-25,1973-06-30,6,5,49.6
243,부안,1973-06-25,1973-06-30,6,4,36.5
244,임실,1973-06-25,1973-06-30,6,5,60.5
245,정읍,1973-06-25,1973-06-30,6,2,46
247,남원,1973-06-25,1973-06-30,6,2,32.5
248,장수,1973-06-25,1973-06-30,6,0,
260,장흥,1973-06-25,1973-06-30,6,2,28.5
261,해남,1973-06-25,1973-06-30,6,3,57.5
262,고흥,1973-06-25,1973-06-30,6,2,49
271,봉화,1973-06-25,1973-06-30,6,0,
272,영주,1973-06-25,1973-06-30,6,3,147.3
273,문경,1973-06-25,1973-06-30,6,5,108.6
277,영덕,1973-06-25,1973-06-30,6,5,61.7
278,의성,1973-06-25,1973-06-30,6,5,28.3
279,구미,1973-06-25,1973-06-30,6,4,34.2
281,영천,1973-06-25,1973-06-30,6,5,52.1
284,거창,1973-06-25,1973-06-30,6,4,62.3
285,합천,1973-06-25,1973-06-30,6,4,65.5
288,밀양,1973-06-25,1973-06-30,6,5,50.8
289,산청,1973-06-25,1973-06-30,6,4,71
294,거제,1973-06-25,1973-06-30,6,4,70.3
295,남해,1973-06-25,1973-06-30,6,3,100
130,울진,1974-06-16,1974-07-31,46,24,335.6
136,안동,1974-06-16,1974-07-31,46,25,262.5
138,포항,1974-06-16,1974-07-31,46,25,582.3
140,군산,1974-06-16,1974-07-31,46,27,648.7
143,대구,1974-06-16,1974-07-31,46,25,501.5
146,전주,1974-06-16,1974-07-31,46,28,473.9
152,울산,1974-06-16,1974-07-31,46,26,517.6
155,창원,1974-06-16,1974-07-31,46,0,
156,광주,1974-06-16,1974-07-31,46,25,621.4
159,부산,1974-06-16,1974-07-31,46,29,597.7
162,통영,1974-06-16,1974-07-31,46,28,523.8
165,목포,1974-06-16,1974-07-31,46,23,595.3
168,여수,1974-06-16,1974-07-31,46,28,653.6
170,완도,1974-06-16,1974-07-31,46,24,870.1
184,제주,1974-06-16,1974-07-31,46,29,526.5
185,고산,1974-06-16,1974-07-31,46,0,
188,성산,1974-06-16,1974-07-31,46,27,643.5
189,서귀포,1974-06-16,1974-07-31,46,30,642
192,진주,1974-06-16,1974-07-31,46,28,665.2
243,부안,1974-06-16,1974-07-31,46,22,497.5
244,임실,1974-06-16,1974-07-31,46,27,518
245,정읍,1974-06-16,1974-07-31,46,21,454.6
247,남원,1974-06-16,1974-07-31,46,25,591.5
248,장수,1974-06-16,1974-07-31,46,0,
260,장흥,1974-06-16,1974-07-31,46,24,651.5
261,해남,1974-06-16,1974-07-31,46,29,784.5
262,고흥,1974-06-16,1974-07-31,46,27,787.9
271,봉화,1974-06-16,1974-07-31,46,0,
272,영주,1974-06-16,1974-07-31,46,26,386.7
273,문경,1974-06-16,1974-07-31,46,27,458.9
277,영덕,1974-06-16,1974-07-31,46,23,330.2
278,의성,1974-06-16,1974-07-31,46,25,379.3
279,구미,1974-06-16,1974-07-31,46,28,478
281,영천,1974-06-16,1974-07-31,46,27,491
284,거창,1974-06-16,1974-07-31,46,28,622.8
285,합천,1974-06-16,1974-07-31,46,28,603.9
288,밀양,1974-06-16,1974-07-31,46,26,528.5
289,산청,1974-06-16,1974-07-31,46,25,632.5
294,거제,1974-06-16,1974-07-31,46,28,746.2
295,남해,1974-06-16,1974-07-31,46,26,891.8
90,속초,1974-06-17,1974-07-31,45,28,263.4
95,철원,1974-06-17,1974-07-31,45,0,
100,대관령,1974-06-17,1974-07-31,45,26,331.6
101,춘천,1974-06-17,1974-07-31,45,25,248.7
105,강릉,1974-06-17,1974-07-31,45,29,288.1
108,서울,1974-06-17,1974-07-31,45,22,265.7
112,인천,1974-06-17,1974-07-31,45,22,202.1
114,원주,1974-06-17,1974-07-31,45,19,316
119,수원,1974-06-17,1974-07-31,45,21,257.8
127,충주,1974-06-17,1974-07-31,45,20,289.3
129,서산,1974-06-17,1974-07-31,45,25,396.9
131,청주,1974-06-17,1974-07-31,45,25,358.4
133,대전,1974-06-17,1974-07-31,45,31,419.3
135,추풍령,1974-06-17,1974-07-31,45,27,484
201,강화,1974-06-17,1974-07-31,45,18,161.2
202,양평,1974-06-17,1974-07-31,45,23,326.2
203,이천,1974-06-17,1974-07-31,45,22,304.6
211,인제,1974-06-17,1974-07-31,45,22,196.9
212,홍천,1974-06-17,1974-07-31,45,21,310.9
216,태백,1974-06-17,1974-07-31,45,0,
221,제천,1974-06-17,1974-07-31,45,20,298.3
226,보은,1974-06-17,1974-07-31,45,23,345.5
232,천안,1974-06-17,1974-07-31,45,22,322.7
235,보령,1974-06-17,1974-07-31,45,25,471.8
236,부여,1974-06-17,1974-07-31,45,26,502.6
238,금산,1974-06-17,1974-07-31,45,24,402.5
184,제주,1975-06-17,1975-07-28,42,22,265.3
185,고산,1975-06-17,1975-07-28,42,0,
188,성산,1975-06-17,1975-07-28,42,21,261
189,서귀포,1975-06-17,1975-07-28,42,26,346.5
130,울진,1975-06-21,1975-07-28,38,19,217.2
136,안동,1975-06-21,1975-07-28,38,18,351.8
138,포항,1975-06-21,1975-07-28,38,17,282.5
140,군산,1975-06-21,1975-07-28,38,20,463.4
143,대구,1975-06-21,1975-07-28,38,17,326.2
146,전주,1975-06-21,1975-07-28,38,20,447.6
152,울산,1975-06-21,1975-07-28,38,16,234.2
155,창원,1975-06-21,1975-07-28,38,0,
156,광주,1975-06-21,1975-07-28,38,19,424.5
159,부산,1975-06-21,1975-07-28,38,16,295.2
162,통영,1975-06-21,1975-07-28,38,19,332.5
165,목포,1975-06-21,1975-07-28,38,17,187.6
168,여수,1975-06-21,1975-07-28,38,21,283.8
170,완도,1975-06-21,1975-07-28,38,14,323.9
192,진주,1975-06-21,1975-07-28,38,20,468.2
243,부안,1975-06-21,1975-07-28,38,17,506.5
244,임실,1975-06-21,1975-07-28,38,18,406
245,정읍,1975-06-21,1975-07-28,38,18,509.7
247,남원,1975-06-21,1975-07-28,38,20,500.7
248,장수,1975-06-21,1975-07-28,38,0,
260,장흥,1975-06-21,1975-07-28,38,18,247.2
261,해남,1975-06-21,1975-07-28,38,19,232.1
262,고흥,1975-06-21,1975-07-28,38,18,253.6
271,봉화,1975-06-21,1975-07-28,38,0,
272,영주,1975-06-21,1975-07-28,38,17,318.3
273,문경,1975-06-21,1975-07-28,38,21,335.7
277,영덕,1975-06-21,1975-07-28,38,17,308.4
278,의성,1975-06-21,1975-07-28,38,18,362.7
279,구미,1975-06-21,1975-07-28,38,16,421.2
281,영천,1975-06-21,1975-07-28,38,19,372.4
284,거창,1975-06-21,1975-07-28,38,15,432.4
285,합천,1975-06-21,1975-07-28,38,19,357.2
288,밀양,1975-06-21,1975-07-28,38,23,353.2
289,산청,1975-06-21,1975-07-28,38,17,434
294,거제,1975-06-21,1975-07-28,38,20,471.9
295,남해,1975-06-21,1975-07-28,38,19,371.7
90,속초,1975-06-23,1975-07-29,37,20,506
95,철원,1975-06-23,1975-07-29,37,0,
100,대관령,1975-06-23,1975-07-29,37,23,430.7
101,춘천,1975-06-23,1975-07-29,37,21,585.6
105,강릉,1975-06-23,1975-07-29,37,14,355.1
108,서울,1975-06-23,1975-07-29,37,19,391.2
112,인천,1975-06-23,1975-07-29,37,17,207.2
114,원주,1975-06-23,1975-07-29,37,23,453.1
119,수원,1975-06-23,1975-07-29,37,17,388.5
127,충주,1975-06-23,1975-07-29,37,15,290.5
129,서산,1975-06-23,1975-07-29,37,14,186.9
131,청주,1975-06-23,1975-07-29,37,20,359.1
133,대전,1975-06-23,1975-07-29,37,20,330.5
135,추풍령,1975-06-23,1975-07-29,37,17,468.9
201,강화,1975-06-23,1975-07-29,37,15,610.2
202,양평,1975-06-23,1975-07-29,37,21,633.6
203,이천,1975-06-23,1975-07-29,37,19,550.6
211,인제,1975-06-23,1975-07-29,37,21,573.9
212,홍천,1975-06-23,1975-07-29,37,21,585.8
216,태백,1975-06-23,1975-07-29,37,0,
221,제천,1975-06-23,1975-07-29,37,20,361
226,보은,1975-06-23,1975-07-29,37,14,277.5
232,천안,1975-06-23,1975-07-29,37,13,244.8
235,보령,1975-06-23,1975-07-29,37,20,217.5
236,부여,1975-06-23,1975-07-29,37,16,305.2
238,금산,1975-06-23,1975-07-29,37,15,426.5
130,울진,1976-06-17,1976-07-16,30,12,67.3
136,안동,1976-06-17,1976-07-16,30,10,87.5
138,포항,1976-06-17,1976-07-16,30,12,54.3
140,군산,1976-06-17,1976-07-16,30,16,88.4
143,대구,1976-06-17,1976-07-16,30,12,43.7
146,전주,1976-06-17,1976-07-16,30,18,99.9
152,울산,1976-06-17,1976-07-16,30,15,69.3
155,창원,1976-06-17,1976-07-16,30,0,
156,광주,1976-06-17,1976-07-16,30,17,116.7
159,부산,1976-06-17,1976-07-16,30,13,81.8
162,통영,1976-06-17,1976-07-16,30,15,92.2
165,목포,1976-06-17,1976-07-16,30,16,95.7
168,여수,1976-06-17,1976-07-16,30,14,91.7
170,완도,1976-06-17,1976-07-16,30,13,141.1
184,제주,1976-06-17,1976-07-17,31,17,187.4
185,고산,1976-06-17,1976-07-17,31,0,
188,성산,1976-06-17,1976-07-17,31,17,217.5
189,서귀포,1976-06-17,1976-07-17,31,17,377.7
192,진주,1976-06-17,1976-07-16,30,14,107.6
243,부안,1976-06-17,1976-07-16,30,16,99.5
244,임실,1976-06-17,1976-07-16,30,18,117.3
245,정읍,1976-06-17,1976-07-16,30,12,91.2
247,남원,1976-06-17,1976-07-16,30,14,79.5
248,장수,1976-06-17,1976-07-16,30,0,
260,장흥,1976-06-17,1976-07-16,30,15,126.8
261,해남,1976-06-17,1976-07-16,30,16,110.1
262,고흥,1976-06-17,1976-07-16,30,16,127.3
271,봉화,1976-06-17,1976-07-16,30,0,
272,영주,1976-06-17,1976-07-16,30,10,110.3
273,문경,1976-06-17,1976-07-16,30,14,104.2
277,영덕,1976-06-17,1976-07-16,30,12,64.6
278,의성,1976-06-17,1976-07-16,30,9,62.2
279,구미,1976-06-17,1976-07-16,30,12,86.2
281,영천,1976-06-17,1976-07-16,30,15,49.5
284,거창,1976-06-17,1976-07-16,30,18,84.2
285,합천,1976-06-17,1976-07-16,30,14,62.7
288,밀양,1976-06-17,1976-07-16,30,15,62.8
289,산청,1976-06-17,1976-07-16,30,18,69.8
294,거제,1976-06-17,1976-07-16,30,14,68.6
295,남해,1976-06-17,1976-07-16,30,14,99.9
90,속초,1976-06-21,1976-07-17,27,16,95.8
95,철원,1976-06-21,1976-07-17,27,0,
100,대관령,1976-06-21,1976-07-17,27,17,217.3
101,춘천,1976-06-21,1976-07-17,27,14,129
105,강릉,1976-06-21,1976-07-17,27,17,118.2
108,서울,1976-06-21,1976-07-17,27,12,162.3
112,인천,1976-06-21,1976-07-17,27,13,152.5
114,원주,1976-06-21,1976-07-17,27,11,132.6
119,수원,1976-06-21,1976-07-17,27,13,150.3
127,충주,1976-06-21,1976-07-17,27,10,126
129,서산,1976-06-21,1976-07-17,27,15,195.4
131,청주,1976-06-21,1976-07-17,27,15,97.6
133,대전,1976-06-21,1976-07-17,27,15,93.8
135,추풍령,1976-06-21,1976-07-17,27,15,101.8
201,강화,1976-06-21,1976-07-17,27,11,131.1
202,양평,1976-06-21,1976-07-17,27,15,157.5
203,이천,1976-06-21,1976-07-17,27,14,168.8
211,인제,1976-06-21,1976-07-17,27,14,126.6
212,홍천,1976-06-21,1976-07-17,27,16,155.3
216,태백,1976-06-21,1976-07-17,27,0,
221,제천,1976-06-21,1976-07-17,27,11,101
226,보은,1976-06-21,1976-07-17,27,16,101.3
232,천안,1976-06-21,1976-07-17,27,14,171.6
235,보령,1976-06-21,1976-07-17,27,16,110.2
236,부여,1976-06-21,1976-07-17,27,14,92.9
238,금산,1976-06-21,1976-07-17,27,13,81.5
184,제주,1977-06-15,1977-07-19,35,17,182.7
185,고산,1977-06-15,1977-07-19,35,0,
188,성산,1977-06-15,1977-07-19,35,15,254
189,서귀포,1977-06-15,1977-07-19,35,18,233.3
130,울진,1977-06-22,1977-07-19,28,10,78.7
136,안동,1977-06-22,1977-07-19,28,12,89.7
138,포항,1977-06-22,1977-07-19,28,9,30.5
140,군산,1977-06-22,1977-07-19,28,12,128.4
143,대구,1977-06-22,1977-07-19,28,15,69.9
146,전주,1977-06-22,1977-07-19,28,14,91
152,울산,1977-06-22,1977-07-19,28,12,102.2
155,창원,1977-06-22,1977-07-19,28,0,
156,광주,1977-06-22,1977-07-19,28,13,66.3
159,부산,1977-06-22,1977-07-19,28,15,175
162,통영,1977-06-22,1977-07-19,28,15,189.6
165,목포,1977-06-22,1977-07-19,28,16,74.3
168,여수,1977-06-22,1977-07-19,28,18,221.9
170,완도,1977-06-22,1977-07-19,28,12,229.3
192,진주,1977-06-22,1977-07-19,28,16,147
243,부안,1977-06-22,1977-07-19,28,10,74.5
244,임실,1977-06-22,1977-07-19,28,14,75
245,정읍,1977-06-22,1977-07-19,28,8,62.8
247,남원,1977-06-22,1977-07-19,28,12,55.7
248,장수,1977-06-22,1977-07-19,28,0,
260,장흥,1977-06-22,1977-07-19,28,16,185.3
261,해남,1977-06-22,1977-07-19,28,15,222.2
262,고흥,1977-06-22,1977-07-19,28,16,164.4
271,봉화,1977-06-22,1977-07-19,28,0,
272,영주,1977-06-22,1977-07-19,28,12,213.5
273,문경,1977-06-22,1977-07-19,28,11,176.1
277,영덕,1977-06-22,1977-07-19,28,10,42.2
278,의성,1977-06-22,1977-07-19,28,8,39.5
279,구미,1977-06-22,1977-07-19,28,10,45.4
281,영천,1977-06-22,1977-07-19,28,14,44.9
284,거창,1977-06-22,1977-07-19,28,14,102.8
285,합천,1977-06-22,1977-07-19,28,16,101.2
288,밀양,1977-06-22,1977-07-19,28,11,83.6
289,산청,1977-06-22,1977-07-19,28,16,140.4
294,거제,1977-06-22,1977-07-19,28,16,215.4
295,남해,1977-06-22,1977-07-19,28,15,186.5
90,속초,1977-06-23,1977-07-19,27,11,174.9
95,철원,1977-06-23,1977-07-19,27,0,
100,대관령,1977-06-23,1977-07-19,27,15,133.7
101,춘천,1977-06-23,1977-07-19,27,11,230.5
105,강릉,1977-06-23,1977-07-19,27,15,137.5
108,서울,1977-06-23,1977-07-19,27,13,400.8
112,인천,1977-06-23,1977-07-19,27,12,415.6
114,원주,1977-06-23,1977-07-19,27,12,370.3
119,수원,1977-06-23,1977-07-19,27,12,366
127,충주,1977-06-23,1977-07-19,27,10,208
129,서산,1977-06-23,1977-07-19,27,11,200.5
131,청주,1977-06-23,1977-07-19,27,11,284
133,대전,1977-06-23,1977-07-19,27,10,283.1
135,추풍령,1977-06-23,1977-07-19,27,14,85.7
201,강화,1977-06-23,1977-07-19,27,10,326.7
202,양평,1977-06-23,1977-07-19,27,14,330
203,이천,1977-06-23,1977-07-19,27,9,225.8
211,인제,1977-06-23,1977-07-19,27,12,191
212,홍천,1977-06-23,1977-07-19,27,13,321.1
216,태백,1977-06-23,1977-07-19,27,0,
221,제천,1977-06-23,1977-07-19,27,11,227.5
226,보은,1977-06-23,1977-07-19,27,11,178.4
232,천안,1977-06-23,1977-07-19,27,9,248
235,보령,1977-06-23,1977-07-19,27,13,194.6
236,부여,1977-06-23,1977-07-19,27,10,196.7
238,금산,1977-06-23,1977-07-19,27,11,232
130,울진,1978-06-15,1978-07-21,37,19,265.3
136,안동,1978-06-15,1978-07-21,37,0,
138,포항,1978-06-15,1978-07-21,37,19,398.9
